usages,parent,amount,key,subtotal,categories
3,1240001,18.04,10009,,[u'lighting']
1;2,1240001,1.49,10010,,[u'boswell 4 adjustment']
1,1240002,791.08,10001,,[u'energy charge']
2,1240002,451.22,10002,,[u'demand']
1;2,1240002,10.5,10003,,[u'service charge']
1;2,1240002,0.67,10004,,[u'affordability']
1,1240002,4.94,10005,,[u'transmission']
1,1240002,22.29,10006,,[u'renewable adjustment']
1;2,1240002,232.58,10007,,[u'resource adjustment']
1;2,1240002,5.0,10008,,[u'franchise fee']
3,1240002,17.18,10009,,[u'lighting']
1;2,1240002,0.0,10010,,[u'boswell 4 adjustment']
1,1240003,0.91,10001,,[u'energy charge']
1,1240003,30.0,10002,,[u'basic charge']
1,1240003,0.0,10003,,[u'pca/kwh']
1,1240003,0.09,10004,,[u'operation round up amount']
1,1240003,0.0,10005,,[u'capital credits refund']
1,1240004,25.7,10001,,[u'basic charge']
1,1240004,538.96,10002,,[u'energy charge']
1,1240004,466.09,10003,,[u'fuel cost']
2,1240004,547.78,10004,,[u'demand winter']
1;2,1240004,266.06,10005,2156.61,[u'other']
3,1240004,220.32,10006,,[u'distribution']
3,1240004,1038.5,10007,,[u'cost of gas']
3,1240004,7.16,10008,,[u'gas affordability']
3,1240004,143.8,10009,,[u'other']
3,1240004,50.0,10010,,[u'basic charge']
1,1240005,25.7,10001,,[u'basic charge']
1,1240005,438.8,10002,,[u'energy charge']
1,1240005,365.23,10003,,[u'fuel cost']
2,1240005,152.52,10004,,[u'demand summer']
1;2,1240005,207.59,10005,2156.61,[u'other']
3,1240005,67.49,10006,,[u'distribution']
3,1240005,290.0,10007,,[u'cost of gas']
3,1240005,2.19,10008,,[u'gas affordability']
3,1240005,45.74,10009,,[u'other']
3,1240005,50.0,10010,,[u'basic charge']
4,1240005,279.64,10011,,[u'demand winter']
1,1250001,55.24,10001,,[u'energy charge']
2,1250001,0.0,10002,,[u'demand']
1;2,1250001,10.5,10003,,[u'service charge']
1;2,1250001,0.67,10004,,[u'affordability']
1,1250001,0.23,10005,,[u'transmission']
1,1250001,1.05,10006,,[u'renewable adjustment']
1;2,1250001,12.03,10007,,[u'resource adjustment']
1;2,1250001,5.0,10008,,[u'franchise fee']
3,1250001,17.6,10009,,[u'lighting']
1;2,1250001,0.0,10010,,[u'boswell 4 adjustment']
1,1250002,1366.21,10001,,[u'energy charge']
2,1250002,175.6,10002,,[u'demand']
1;2,1250002,3.98,10003,,[u'service charge']
1;2,1250002,0.25,10004,,[u'affordability']
1,1250002,2.05,10005,,[u'transmission']
1,1250002,9.25,10006,,[u'renewable adjustment']
1;2,1250002,113.99,10007,,[u'resource adjustment']
1;2,1250002,5.0,10008,,[u'franchise fee']
3,1250002,17.75,10009,,[u'lighting']
1;2,1250002,0.0,10010,,[u'boswell 4 adjustment']
1,1250003,871.2,10001,,[u'energy charge']
1,1250003,59.0,10002,,[u'basic charge']
1,1250003,0.0,10003,,[u'pca/kwh']
1,1250003,0.0,10004,,[u'operation round up amount']
1,1250003,0.0,10005,,[u'capital credits refund']
1,1250004,515.1,10001,,[u'energy charge']
1,1250004,59.0,10002,,[u'basic charge']
1,1250004,0.0,10003,,[u'pca/kwh']
1,1250004,0.0,10004,,[u'operation round up amount']
1,1250004,0.0,10005,,[u'capital credits refund']
1,1250005,1.69,10001,,[u'energy charge']
1,1250005,30.0,10002,,[u'basic charge']
1,1250005,0.0,10003,,[u'pca/kwh']
1,1250005,0.31,10004,,[u'operation round up amount']
1,1250005,0.0,10005,,[u'capital credits refund']
1,1250006,25.0,10001,,[u'basic charge']
1,1250006,36.41,10002,,[u'cost of gas']
1,1250006,9.86,10003,,[u'distribution']
1,1250006,0.36,10004,,[u'affordability']
1,1250006,9.43,10005,81.06,[u'other']
1,1250007,10.0,10001,,[u'basic charge']
1,1250007,22.57,10002,,[u'energy']
1,1250007,7.25,10003,,[u'fuel']
3,1250007,0.0,10004,,[u'demand winter']
1;2,1250007,4.46,10005,599.11,[u'other']
2,1250007,0.0,10006,,[u'demand summer']
1,1250008,24.61,10001,,[u'basic charge']
1,1250008,63.98,10002,,[u'energy']
1,1250008,68.63,10003,,[u'fuel']
2,1250008,100.08,10004,,[u'demand winter']
1;2,1250008,36.22,10005,599.11,[u'other']
1,1260001,224.97,10001,,[u'energy charge']
2,1260001,169.94,10002,,[u'demand']
1;2,1260001,10.5,10003,,[u'service charge']
1;2,1260001,0.65,10004,,[u'affordability']
1,1260001,1.4,10005,,[u'transmission']
1,1260001,6.32,10006,,[u'renewable adjustment']
1;2,1260001,65.04,10007,,[u'resource adjustment']
1;2,1260001,5.0,10008,,[u'franchise fee']
3,1260001,17.17,10009,,[u'lighting']
1;2,1260001,0.0,10010,,[u'boswell 4 adjustment']
1,1260002,4.6,10001,,[u'energy charge']
1,1260002,30.0,10002,,[u'basic charge']
1,1260002,0.0,10003,,[u'pca/kwh']
1,1260002,0.0,10004,,[u'operation round up amount']
1,1260002,0.0,10005,,[u'capital credits refund']
1,1270001,25.7,10001,,[u'basic charge']
1,1270001,207.48,10002,,[u'energy charge']
1,1270001,176.05,10003,,[u'fuel cost']
2,1270001,305.32,10004,,[u'winter demand']
1;2,1270001,2.68,10005,,[u'affordability']
1;2,1270001,36.84,10006,,[u'resource adj']
1;2,1270001,35.59,10007,,[u'interim adj']
1;2,1270001,53.31,10008,,[u'city fee']
3,1270001,50.0,10009,,[u'basic charge']
3,1270001,168.59,10010,,[u'distribution']
3,1270001,749.99,10011,,[u'cost of gas']
3,1270001,5.48,10012,,[u'gas affordability']
3,1270001,29.8,10013,,[u'resource adjustment']
3,1270001,79.69,10014,,[u'city fees']
1,1270002,25.7,10001,,[u'basic charge']
1,1270002,164.55,10002,,[u'energy charge']
1,1270002,135.45,10003,,[u'fuel cost']
2,1270002,94.11,10004,,[u'winter demand']
1;2,1270002,2.68,10005,,[u'affordability']
1;2,1270002,32.86,10006,,[u'resource adj']
1;2,1270002,42.19,10007,,[u'interim adj']
1;2,1270002,55.09,10008,,[u'city fee']
3,1270002,50.0,10009,,[u'basic charge']
3,1270002,51.23,10010,,[u'distribution']
3,1270002,219.81,10011,,[u'cost of gas']
3,1270002,1.66,10012,,[u'gas affordability']
3,1270002,9.05,10013,,[u'resource adjustment']
3,1270002,26.56,10014,,[u'city fees']
4,1270002,353.91,10015,,[u'demand summer']
1,1270003,25.7,10001,,[u'basic charge']
1,1270003,357.72,10002,,[u'energy charge']
1,1270003,385.84,10003,,[u'fuel cost']
2,1270003,377.16,10004,,[u'demand winter']
1;2,1270003,139.84,10005,1286.26,[u'other']
3,1270003,50.0,10006,,[u'basic charge']
3,1270003,772.9,10007,,[u'distribution']
3,1270003,3225.67,10008,,[u'cost of gas']
3,1270003,25.1,10009,,[u'gas affordability']
3,1270003,-609.98,10010,,[u'ele interim refund']
3,1270003,488.0,10011,5237.95,[u'other']
1,1270004,24.61,10001,,[u'basic charge']
1,1270004,869.68,10002,,[u'energy charge']
1,1270004,891.19,10003,,[u'fuel cost']
2,1270004,508.74,10004,,[u'demand winter']
1;2,1270004,399.51,10005,2156.61,[u'other']
3,1270004,494.33,10006,,[u'distribution']
3,1270004,1838.3,10007,,[u'cost of gas']
3,1270004,16.06,10008,,[u'gas affordability']
3,1270004,304.93,10009,,[u'other']
3,1270004,50.0,10010,,[u'basic charge']
1;2,1270004,-60.8,10011,,[u'energy charge credit']
1,1270005,25.0,10001,,[u'basic charge']
1,1270005,66.87,10002,,[u'cost of gas']
1,1270005,16.65,10003,,[u'distribution']
1,1270005,0.6,10004,,[u'gas affordability']
1,1270005,13.45,10005,122.57,[u'other']
1,1270006,25.15,10001,,[u'basic charge']
1,1270006,192.78,10002,,[u'energy']
2,1270006,335.36,10003,,[u'demand summer']
1,1270006,236.9,10004,,[u'fuel cost']
1;2,1270006,167.51,10005,957.7,[u'other']
1,1270007,25.7,10001,,[u'basic charge']
1,1270007,91.99,10002,,[u'energy']
1,1270007,85.64,10003,,[u'fuel']
2,1270007,89.8,10004,,[u'demand winter']
1;2,1270007,26.52,10005,599.11,[u'other']
1,1270008,25.7,10001,,[u'basic charge']
1,1270008,330.89,10002,,[u'energy']
1,1270008,318.38,10003,,[u'fuel']
2,1270008,462.96,10004,,[u'demand summer']
1;2,1270008,106.75,10005,599.11,[u'other']
1,1270009,10.0,10001,,[u'basic charge']
1,1270009,51.6,10002,,[u'energy']
1,1270009,18.83,10003,,[u'fuel']
2,1270009,0.0,10004,,[u'demand summer']
1;2,1270009,7.8,10005,599.11,[u'other']
1,1280001,24.77,10001,,[u'basic charge']
1,1280001,385.02,10002,,[u'energy charge']
1,1280001,384.34,10003,,[u'fuel cost']
2,1280001,149.2,10004,,[u'demand winter']
1;2,1280001,130.24,10005,2156.61,[u'other']
3,1280001,54.19,10006,,[u'distribution']
3,1280001,161.87,10007,,[u'cost of gas']
3,1280001,1.96,10008,,[u'gas affordability']
3,1280001,34.56,10009,,[u'other']
3,1280001,50.0,10010,,[u'basic charge']
4,1280001,256.12,10011,,[u'demand winter']
1,1280002,25.0,10001,,[u'basic charge']
1,1280002,4.69,10002,,[u'distribution']
1,1280002,20.11,10003,,[u'cost of gas']
1,1280002,0.15,10004,,[u'gas affordability']
1,1280002,6.64,10005,,[u'other']
1,1280003,24.61,10001,,[u'basic charge']
1,1280003,160.8,10002,,[u'energy']
2,1280003,183.48,10003,,[u'demand winter']
1,1280003,155.89,10004,,[u'fuel']
1;2,1280003,77.83,10005,602.61,[u'other']
1,1280004,8.61,10001,,[u'basic charge']
1,1280004,5.95,10002,,[u'energy']
1,1280004,2.51,10003,,[u'fuel']
2,1280004,0.0,10004,,[u'demand winter']
1;2,1280004,2.96,10005,599.11,[u'other']
1,1290001,50.0,10001,,[u'basic charge']
1,1290001,3.45,10002,,[u'distribution']
1,1290001,14.48,10003,,[u'cost of gas']
1,1290001,0.11,10004,,[u'affordability']
1,1290001,5.88,10005,73.92,[u'other']
1,1290002,50.0,10001,,[u'basic charge']
1,1290002,163.54,10002,,[u'distribution']
1,1290002,811.25,10003,,[u'cost of gas']
1,1290002,111.5,10004,,[u'other']
1,1300001,10.0,10001,,[u'basic charge']
1,1300001,4.31,10002,,[u'energy charge']
1,1300001,2.05,10003,,[u'fuel cost']
1,1300001,5.42,10004,21.78,[u'other']
1,1310001,25.15,10001,,[u'basic charge']
1,1310001,227.21,10002,,[u'energy']
1,1310001,282.3,10003,,[u'fuel']
2,1310001,429.68,10004,,[u'demand summer']
1;2,1310001,211.55,10005,599.11,[u'other']
1,1320001,24.61,10001,,[u'basic charge']
1,1320001,2301.6,10002,,[u'energy charge']
1,1320001,2688.19,10003,,[u'fuel']
2,1320001,875.7,10004,,[u'demand winter']
1;2;3,1320001,753.34,10005,9130.1,[u'other']
3,1320001,1274.7,10006,,[u'demand summer']
1,1320002,25.0,10001,,[u'basic charge']
1,1320002,73.25,10002,,[u'distribution']
1,1320002,275.33,10003,,[u'cost of gas']
1,1320002,2.38,10004,,[u'gas affordability']
1,1320002,12.62,10005,,[u'other']
2,1320002,25.0,10006,,[u'basic charge']
2,1320002,41.43,10007,,[u'distribution']
2,1320002,155.74,10008,,[u'cost of gas']
2,1320002,1.34,10009,,[u'gas affordability']
2,1320002,7.14,10010,,[u'resource adj']
3,1320002,17.22,10011,,[u'basic charge']
3,1320002,194.59,10012,,[u'energy charge']
3,1320002,81.95,10013,,[u'fuel cost']
3,1320002,39.52,10014,,[u'other']
4,1320002,8.61,10015,,[u'basic charge']
4,1320002,56.77,10016,,[u'energy charge']
4,1320002,23.91,10017,,[u'fuel cost']
4,1320002,12.3,10018,,[u'other']
5,1320002,25.0,10019,,[u'basic charge']
5,1320002,61.41,10020,,[u'distirbution']
5,1320002,230.83,10021,,[u'cost of gas']
5,1320002,1.99,10022,,[u'gas affordability']
5,1320002,10.53,10023,,[u'other']
6,1320002,24.61,10024,,[u'basic service']
6,1320002,51.5,10025,,[u'energy charge']
6,1320002,50.56,10026,,[u'fuel cost']
7,1320002,25.02,10027,,[u'demand winter']
6;7,1320002,19.95,10028,,[u'other']
1;2;3;4;5;6;7,1320002,9.88,10029,,[u'other']
6,1320002,-7.24,10030,,[u'energy credit']
1,1320003,17.6,10001,,[u'energy charge']
1,1320003,0.64,10002,,[u'minnetonka surcharge']
1,1320003,38.0,10003,,[u'basic charge']
1,1320003,16.72,10004,,[u'security light']
1,1320004,12.08,10001,,[u'recovery fee']
1,1320004,0.53,10002,,[u'safe drinking water']
1,1320004,32.0,10003,,[u'water service base fee']
1,1320004,3.2,10004,,[u'water main replacement surcharge']
1,1320004,40.32,10005,,[u'water usage']
1,1320004,60.32,10006,,[u'sanitary sewer']
1,1320005,12.08,10001,,[u'recovery fee']
1,1320005,0.0,10002,,[u'safe drinking water']
1,1320005,24.0,10003,,[u'water service base fee']
1,1320005,0.0,10004,,[u'water main replacement surcharge']
1,1320005,27.48,10005,,[u'water usage']
1,1320005,42.36,10006,,[u'sanitary sewer']
1,1320006,12.08,10001,,[u'recovery fee']
1,1320006,0.0,10002,,[u'safe drinking water']
1,1320006,0.0,10003,,[u'water service base fee']
1,1320006,0.0,10004,,[u'water main replacement surcharge']
1,1320006,55.44,10005,,[u'water']
1,1320006,77.66,10006,,[u'sanitary sewer']
1,1320007,0.0,10001,,[u'recovery fee']
1,1320007,0.0,10002,,[u'safe drinking water']
1,1320007,10.8,10003,,[u'water service base fee']
1,1320007,59.01,10004,,[u'water']
1,1320007,6.98,10005,,[u'water surcharge']
1,1320008,0.0,10001,,[u'recovery fee']
1,1320008,6.36,10002,,[u'safe drinking water']
1,1320008,10.8,10003,,[u'water service base fee']
1,1320008,101.75,10004,,[u'water']
1,1320008,11.26,10005,,[u'water surcharge']
1,1320009,12.3,10001,,[u'basic charge']
1,1320009,0.0,10002,,[u'energy charge']
1,1320009,0.0,10003,,[u'pca']
,1320009,0.0,10004,,[u'demand']
1,1320010,12.3,10001,,[u'basic charge']
1,1320010,756.47,10002,,[u'energy charge']
1,1320010,-3.08,10003,,[u'pca']
2,1320010,0.0,10004,,[u'demand']
,1320010,10.05,10005,,[u'security light']
,1320010,47.97,10006,,[u'storm water charge']
1,1320011,12.3,10001,,[u'basic charge']
1,1320011,14.04,10002,,[u'energy charge']
1,1320011,0.34,10003,,[u'pca']
1,1320012,12.3,10001,,[u'basic charge']
1,1320012,7.24,10002,,[u'energy charge']
1,1320012,-0.02,10003,,[u'pca']
1,1320013,12.3,10001,,[u'basic charge']
1,1320013,0.0,10002,,[u'energy charge']
1,1320013,0.0,10003,,[u'pca']
1,1320014,12.3,10001,,[u'basic charge']
1,1320014,89.54,10002,,[u'energy charge']
1,1320014,1.13,10003,,[u'pca']
1,1320015,12.3,10001,,[u'basic charge']
1,1320015,45.56,10002,,[u'energy charge']
1,1320015,0.57,10003,,[u'pca']
1,1320016,12.8,10001,,[u'basic charge']
1,1320016,4.67,10002,,[u'energy charge']
1,1320016,0.16,10003,,[u'pca']
1,1320017,12.5,10001,,[u'basic charge']
1,1320017,73.83,10002,,[u'energy charge']
1,1320017,2.29,10003,,[u'pca']
1,1330001,24.61,10001,,[u'basic charge']
1,1330001,1666.17,10002,,[u'energy charge']
1,1330001,2072.73,10003,,[u'fuel']
1;2,1330001,1629.23,10004,9130.1,[u'other']
2,1330001,1991.2,10005,,[u'demand summer']
1,1330001,-37.8,10006,,[u'energy credit']
1,1330002,18.08,10001,,[u'energy charge']
1,1330002,0.48,10002,,[u'minnetonka surcharge']
1,1330002,36.0,10003,,[u'basic charge']
1,1330002,16.72,10004,,[u'security light']
1,1330003,30.0,10001,,[u'basic charge']
1,1330003,0.09,10002,,[u'energy charge']
1,1330003,0.12,10003,,[u'wholesale non-demand']
1,1330004,30.0,10001,,[u'basic charge']
1,1330004,48.88,10002,,[u'energy charge']
1,1330004,53.4,10003,,[u'wholesale non-demand']
1,1330005,7.55,10001,,[u'recovery fee']
1,1330005,0.53,10002,,[u'safe drinking water']
1,1330005,15.0,10003,,[u'water services base']
1,1330005,2.44,10004,,[u'water usage']
1,1330005,8.8,10005,,[u'sanitary sewer']
1,1330006,7.55,10001,,[u'recovery fee']
1,1330006,0.0,10002,,[u'safe drinking water']
1,1330006,15.0,10003,,[u'water services base']
1,1330006,2.29,10004,,[u'water usage']
1,1330006,8.8,10005,,[u'sanitary sewer']
1,1330007,12.08,10001,,[u'recovery fee']
1,1330007,0.0,10002,,[u'safe drinking water']
1,1330007,0.0,10003,,[u'water service base fee']
1,1330007,0.0,10004,,[u'water main replacement surcharge']
1,1330007,45.36,10005,,[u'water']
1,1330007,63.54,10006,,[u'sanitary sewer']
1,1330008,0.0,10001,,[u'recovery fee']
1,1330008,0.0,10002,,[u'safe drinking water']
1,1330008,10.8,10003,,[u'water service base fee']
1,1330008,52.25,10004,,[u'water']
1,1330008,6.31,10005,,[u'water surcharge']
1,1330009,12.5,10001,,[u'basic charge']
1,1330009,46.32,10002,,[u'energy charge']
1,1330009,1.07,10003,,[u'pca']
,1330009,0.0,10004,,[u'demand']
1,1330010,12.3,10001,,[u'basic charge']
1,1330010,0.62,10002,,[u'energy charge']
1,1330010,0.0,10003,,[u'pca']
,1330010,0.0,10004,,[u'demand']
1,1330011,12.3,10001,,[u'basic charge']
1,1330011,13.51,10002,,[u'energy charge']
1,1330011,0.4,10003,,[u'pca']
1,1330012,12.3,10001,,[u'basic charge']
1,1330012,27.46,10002,,[u'energy charge']
1,1330012,0.66,10003,,[u'pca']
1,1340001,11.31,10001,,[u'water usage']
1,1340001,89.75,10002,,[u'waste water usage']
1,1340001,35.0,10003,,[u'meter charge']
1,1340002,35.0,10001,,[u'Dumpster Fees']
1,1340003,0.0,10001,,[u'toter rel']
1,1340003,0.0,10002,,[u'toter rel rcy']
1,1340003,0.0,10003,,[u'recyclable material offset fel']
1,1340003,0.0,10004,,[u'admin fee']
1,1340003,0.0,10005,,[u'tax']
1,1340003,0.0,10006,,[u'fuel/environmental']
1,1340003,82.93,10007,,[u'total']
1,1340004,0.0,10001,,[u'toter rel']
1,1340004,0.0,10002,,[u'toter rel rcy']
1,1340004,0.0,10003,,[u'recyclable material offset fel']
1,1340004,0.0,10004,,[u'admin fee']
1,1340004,0.0,10005,,[u'tax']
1,1340004,0.0,10006,,[u'fuel/environmental']
1,1340004,70.0,10007,,[u'total']
1,1340005,11.61,10001,,[u'equipment use']
1,1340005,110.16,10002,,[u'standard trash']
1,1340005,21.15,10003,,[u'fuel/environmental']
1,1340005,2.95,10004,,[u'admin']
1,1340005,77.31,10005,,[u'cty tax']
1,1340005,24.8,10006,,[u'mn tax']
1,1340006,11.5,10001,,[u'basic charge']
1,1340006,115.26,10002,,[u'energy charge']
1,1340006,14.82,10003,,[u'pca']
1,1340006,10.01,10004,,[u'meter fee']
1,1340006,25.0,10005,,[u'franchise fee']
1,1340007,11.5,10001,,[u'basic charge']
1,1340007,115.26,10002,,[u'energy charge']
1,1340007,14.82,10003,,[u'pca']
1,1340007,10.01,10004,,[u'lighting']
1,1340007,25.0,10005,,[u'franchise fee']
1,1340008,9.5,10001,,[u'basic charge']
1,1340008,29.72,10002,,[u'energy charge']
1,1340008,2.15,10003,,[u'pca']
1,1340008,1.85,10004,,[u'meter fee']
1,1340008,0.0,10005,,[u'HPS Overhead']
1,1350001,87.5,10001,,[u'Dumpster Fees']
1,1350002,9.09,10001,,[u'water usage']
1,1350002,94.7,10002,,[u'waste water usage']
1,1350002,35.0,10003,,[u'meter charge']
1,1350003,7.75,10001,,[u'container service fee fel']
1,1350003,44.95,10002,,[u'rel']
1,1350003,16.83,10003,,[u'fuel/environmental']
1,1350003,4.0,10004,,[u'admin']
1,1350003,12.5,10005,,[u'tax']
1,1350004,84.49,10001,,[u'fel']
1,1350004,21.71,10002,,[u'fuel/environmental']
1,1350004,5.0,10003,,[u'admin']
1,1350004,18.9,10004,,[u'tax']
1,1350005,46.56,10001,,[u'toter rel']
1,1350005,20.94,10002,,[u'toter rel rcy']
1,1350005,0.19,10003,,[u'recyclable material offset fel']
1,1350005,4.0,10004,,[u'admin fee']
1,1350005,11.06,10005,,[u'tax']
1,1350005,21.02,10006,,[u'fuel/environmental']
1,1350006,11.5,10001,,[u'basic charge']
1,1350006,88.58,10002,,[u'energy charge']
1,1350006,9.96,10003,,[u'pca']
1,1350006,9.87,10004,,[u'lighting']
1,1350006,25.0,10005,,[u'franchise fee']
1,1350006,-196.91,10006,,[u'cash back']
1,1350007,11.5,10001,,[u'basic charge']
1,1350007,233.91,10002,,[u'energy charge']
1,1350007,26.29,10003,,[u'pca']
1,1350007,1.85,10004,,[u'meter fee']
1,1350007,0.0,10005,,[u'franchise fee']
1,1350008,11.5,10001,,[u'basic charge']
1,1350008,147.29,10002,,[u'energy charge']
1,1350008,12.51,10003,,[u'pca']
1,1350008,9.73,10004,,[u'lighting']
1,1350008,25.0,10005,,[u'franchise fee']
1,1350008,-58.5,10006,,[u'credit']
1,1350009,9.5,10001,,[u'basic charge']
1,1350009,475.55,10002,,[u'energy charge']
1,1350009,41.21,10003,,[u'pca']
1,1350009,1.85,10004,,[u'meter fee']
1,1350009,0.0,10005,,[u'HPS Overhead']
1,1350010,9.5,10001,,[u'basic charge']
1,1350010,252.87,10002,,[u'energy charge']
1,1350010,15.95,10003,,[u'pca']
1,1350010,1.85,10004,,[u'meter fee']
1,1350010,0.0,10005,,[u'HPS Overhead']
1,1360001,3.03,10001,,[u'water usage']
1,1360001,34.58,10002,,[u'waste water usage']
1,1360001,35.0,10003,,[u'meter charge']
1,1360002,17.5,10001,,[u'Dumpster Fees']
1,1360003,17.5,10001,,[u'Dumpster Fees']
1,1360004,7.88,10001,,[u'water usage']
1,1360004,61.23,10002,,[u'waste water usage']
1,1360004,35.0,10003,,[u'meter charge']
1,1360005,9.7,10001,,[u'water usage']
1,1360005,72.44,10002,,[u'waste water usage']
1,1360005,35.0,10003,,[u'meter charge']
1,1360006,72.3,10001,,[u'fel']
1,1360006,22.72,10002,,[u'fuel/environmental']
1,1360006,4.0,10003,,[u'admin']
1,1360006,16.83,10004,,[u'tax']
1,1360007,65.0,10001,,[u'fel']
1,1360007,19.05,10002,,[u'fuel/environmental']
1,1360007,4.0,10003,,[u'admin']
1,1360007,14.97,10004,,[u'tax']
1,1360008,84.49,10001,,[u'fel']
1,1360008,25.83,10002,,[u'fuel/environmental']
1,1360008,4.0,10003,,[u'admin']
1,1360008,19.43,10004,,[u'tax']
1,1360008,5.0,10005,,[u'late payment fee']
1,1360009,84.49,10001,,[u'fel']
1,1360009,25.7,10002,,[u'fuel/environmental']
1,1360009,4.0,10003,,[u'admin']
1,1360009,19.41,10004,,[u'tax']
1,1360010,11.5,10001,,[u'basic charge']
1,1360010,119.48,10002,,[u'energy charge']
1,1360010,12.94,10003,,[u'pca']
1,1360010,9.85,10004,,[u'lighting']
1,1360010,25.0,10005,,[u'franchise fee']
1,1360011,11.5,10001,,[u'basic charge']
1,1360011,224.95,10002,,[u'energy charge']
1,1360011,27.36,10003,,[u'pca']
1,1360011,1.85,10004,,[u'meter fee']
1,1360011,0.0,10005,,[u'franchise fee']
1,1360012,11.5,10001,,[u'basic charge']
1,1360012,57.52,10002,,[u'energy charge']
1,1360012,6.99,10003,,[u'pca']
1,1360012,1.85,10004,,[u'meter']
1,1360012,0.0,10005,,[u'franchise fee']
1,1360013,9.5,10001,,[u'basic charge']
1,1360013,65.92,10002,,[u'energy charge']
1,1360013,6.29,10003,,[u'pca']
1,1360013,0.0,10004,,[u'meter fee']
1,1360013,9.31,10005,,[u'HPS Overhead']
1,1360014,9.5,10001,,[u'basic charge']
1,1360014,446.24,10002,,[u'energy charge']
1,1360014,32.28,10003,,[u'pca']
1,1360014,1.85,10004,,[u'meter fee']
1,1360014,0.0,10005,,[u'HPS Overhead']
1,1370001,9.5,10001,,[u'basic charge']
1,1370001,30.96,10002,,[u'energy charge']
1,1370001,2.52,10003,,[u'pca']
1,1370001,1.85,10004,,[u'meter fee']
1,1370001,0.0,10005,,[u'HPS Overhead']
1,1380001,467.74,10001,,[u'propane']
1,1380001,4.98,10002,,[u'fuel surcharge']
1,1380001,3.83,10003,,[u'hazmat fee']
1,1380001,0.15,10004,,[u'federal lust tax']
1,1380002,7972.16,10001,,[u'propane']
1,1380002,4.98,10002,,[u'fuel surcharge']
1,1380002,3.83,10003,,[u'hazmat fee']
1,1380002,2.24,10004,,[u'federal lust tax']
1,1380003,23.0,10001,,[u'oil']
1,1380004,2297.39,10001,,[u'propane']
1,1380005,50.5,10001,,[u'on-call dumpster']
1,1380005,8.59,10002,,[u'mn tax']
1,1390001,2331.96,10001,,[u'propane']
1,1390001,4.98,10002,,[u'fuel surcharge']
1,1390001,3.83,10003,,[u'hazmat fee']
1,1390001,0.0,10004,,[u'federal lust tax']
2,1390001,180.46,10005,,[u'propane']
2,1390001,4.98,10006,,[u'fuel surcharge']
2,1390001,3.83,10007,,[u'hazmat fee']
1,1390002,530.87,10001,,[u'propane']
1,1390002,4.98,10002,,[u'fuel surcharge']
1,1390002,3.83,10003,,[u'hazmat fee']
1,1390002,0.16,10004,,[u'federal lust tax']
1,1390003,3075.94,10001,,[u'propane']
1,1390003,4.98,10002,,[u'fuel surcharge']
1,1390003,3.83,10003,,[u'hazmat fee']
1,1390003,0.0,10004,,[u'federal lust tax']
1,1390004,427.08,10001,,[u'propane']
1,1390004,4.98,10002,,[u'fuel surcharge']
1,1390004,3.83,10003,,[u'hazmat fee']
1,1390004,0.12,10004,,[u'federal lust tax']
1,1390005,2096.06,10001,,[u'propane']
1,1390006,2155.52,10001,,[u'propane']
1,1400001,2724.44,10001,,[u'propane']
1,1400001,4.98,10002,,[u'fuel surcharge']
1,1400001,3.83,10003,,[u'hazmat fee']
1,1400001,0.0,10004,,[u'federal lust tax']
1,1400002,50.5,10001,,[u'on-call dumpster']
1,1400002,13.69,10002,,[u'mn tax']
2,1400002,30.0,10003,,[u'dumpster rental fee']
1,1410001,50.0,10001,,[u'oil']
2,1410001,36.0,10002,,[u'oil']
1,1410002,1033.6,10001,,[u'oil']
1,1410003,2528.67,10001,,[u'propane']
1,1420001,15.0,10001,,[u'dumpster rent']
1,1420001,202.5,10002,,[u'trash removal']
1,1420001,14.18,10003,,[u'fuel surcharge']
1,1420001,39.39,10004,,[u'tax']
1,1420002,12.45,10001,,[u'water usage']
1,1420002,0.53,10002,,[u'drink water']
1,1420002,0.0,10003,,[u'sewer']
1,1420002,4.9,10004,,[u'sw surcharge']
1,1420003,75.61,10001,,[u'service']
1,1420003,12.85,10002,,[u'fsc comm res']
1,1420003,8.63,10003,,[u'tax']
2,1420004,25.0,10001,,[u'dump & leave']
2,1420004,0.0,10002,,[u'trash removal']
2,1420004,2.75,10003,,[u'fuel surcharge']
2,1420004,4.72,10004,,[u'tax']
1,1430001,18.0,10001,,[u'dumpster rent']
1,1430001,108.0,10002,,[u'trash removal']
1,1430001,7.56,10003,,[u'fuel surcharge']
1,1430001,22.71,10004,,[u'tax']
1,1430002,12.45,10001,,[u'water usage']
1,1430002,0.53,10002,,[u'drink water']
1,1430002,0.0,10003,,[u'sewer']
1,1430002,4.9,10004,,[u'sw surcharge']
1,1430003,14.55,10001,,[u'water usage']
1,1430003,0.53,10002,,[u'drink water']
1,1430003,4.81,10003,,[u'sewer']
1,1430003,4.69,10004,,[u'sw surcharge']
1,1430004,1042.15,10001,,[u'energy charge']
2,1430004,1048.32,10002,,[u'demand charge']
,1430004,56.0,10003,,[u'basic charge']
,1430004,0.47,10004,,[u'round up']
2,1430004,-75.94,10005,,[u'pca']
1,1440001,12.45,10001,,[u'water usage']
1,1440001,0.53,10002,,[u'drink water']
1,1440001,0.0,10003,,[u'sewer']
1,1440001,4.9,10004,,[u'sw surcharge']
